ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,Currency,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd
41450,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,20.0,"Architect, software or solutions",500 to 999 employees,People manager,Remote,Other:,Australia,AUD	Australian dollar,C#;SQL;TypeScript,Dynamodb;PostgreSQL;Redis;Snowflake,208030.0
4146,45-54 years old,"Associate degree (A.A., A.S., etc.)",Employed,4.0,6.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,Remote,Healthcare,Spain,EUR European Euro,Bash/Shell (all shells);Java;SQL,Microsoft SQL Server,38285.0
41460,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,18.0,26.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Elixir;Erlang;HTML/CSS;Rust,PostgreSQL,186000.0
41464,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6.0,2.0,Data or business analyst,20 to 99 employees,Individual contributor,In-person,Healthcare,India,INR Indian rupee,HTML/CSS,,5231.0
41472,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,,3.0,"Developer, desktop or enterprise applications",20 to 99 employees,Individual contributor,In-person,Software Development,Taiwan,TWD New Taiwan dollar,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Kotlin;Lua;MATLAB;MicroPython;Python;Rust,,29847.0
41473,35-44 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",17.0,17.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server;SQLite,137503.0
41474,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,1.0,3.0,"Developer, front-end",Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,India,INR Indian rupee,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,MariaDB;MySQL;SQLite,4185.0
41483,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,4.0,"Developer, back-end",100 to 499 employees,Individual contributor,In-person,Healthcare,India,INR Indian rupee,JavaScript;PHP;Python;SQL;TypeScript,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite;Supabase,3952.0
41492,45-54 years old,Some college/university study without earning a degree,Employed,25.0,30.0,"Developer, desktop or enterprise applications",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Computer Systems Design and Services,Spain,EUR European Euro,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python,,69609.0
41505,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8.0,9.0,"Developer, full-stack",Less than 20 employees,,,Other:,Germany,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,MySQL;Redis,90491.0
41508,25-34 years old,Some college/university study without earning a degree,Employed,,4.0,"Developer, back-end",Less than 20 employees,,In-person,Software Development,Italy,EUR European Euro,Go;Java;JavaScript;PHP;Python;SQL;TypeScript,MySQL;PostgreSQL,28424.0
41529,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,17.0,"Architect, software or solutions","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,India,INR Indian rupee,C#;JavaScript;SQL;TypeScript,Microsoft SQL Server;SQLite,41846.0
4153,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,21.0,30.0,"Founder, technology or otherwise",20 to 99 employees,People manager,Remote,Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);C;HTML/CSS;JavaScript;Swift;TypeScript,MongoDB,114359.0
41543,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,4.0,7.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,Nigeria,NGN	Nigerian naira,Go;HTML/CSS;Java;JavaScript;SQL;TypeScript;VBA,MongoDB;MySQL;PostgreSQL,1614.0
41559,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,18.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Italy,EUR European Euro,HTML/CSS;JavaScript;Python;TypeScript,Dynamodb;MongoDB,52207.0
41570,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,10.0,13.0,"Developer, front-end","1,000 to 4,999 employees",Individual contributor,In-person,Software Development,Bulgaria,BGN	Bulgarian lev,JavaScript,,34161.0
41574,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,19.0,23.0,Engineering manager,100 to 499 employees,People manager,"Hybrid (some in-person, leans heavy to flexibility)",Energy,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);Java;Python,Dynamodb,115720.0
41575,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",8.0,13.0,"Developer, back-end",,,,Software Development,Slovakia,EUR European Euro,HTML/CSS;JavaScript;PHP;Python;SQL,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,37125.0
41580,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,28.0,28.0,Engineering manager,"5,000 to 9,999 employees",People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Elasticsearch;PostgreSQL,122527.0
41582,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,18.0,"Developer, full-stack",20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,France,EUR European Euro,Bash/Shell (all shells);C#;Groovy;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server;PostgreSQL,63808.0
4159,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",30.0,40.0,"Developer, full-stack",Less than 20 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Italy,EUR European Euro,Bash/Shell (all shells);C;C++;Dart;Delphi;HTML/CSS;JavaScript;Perl;PHP;PowerShell;Python;SQL;TypeScript,Firebase Realtime Database;MariaDB;Microsoft Access;MongoDB;MySQL;PostgreSQL;SQLite,81210.0
41615,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Independent contractor, freelancer, or self-employed",20.0,25.0,"Developer, embedded applications or devices","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Computer Systems Design and Services,Turkey,TRY	Turkish lira,C;C++;Kotlin,,37872.0
41622,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7.0,10.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Bulgaria,BGN	Bulgarian lev,JavaScript,,29653.0
4163,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,14.0,Data engineer,500 to 999 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Fintech,Sweden,SEK	Swedish krona,Bash/Shell (all shells);Python;Rust;SQL,BigQuery;DuckDB,89098.0
41631,25-34 years old,Some college/university study without earning a degree,Employed,,,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,India,INR Indian rupee,JavaScript;Python;TypeScript,,6974.0
4164,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,10.0,"Developer, full-stack",500 to 999 employees,People manager,"Hybrid (some in-person, leans heavy to flexibility)",Fintech,Russian Federation,RUB	Russian ruble,Go;HTML/CSS;Java;SQL;TypeScript,H2;MySQL;PostgreSQL,76556.0
41643,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,8.0,"Developer, front-end","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,South Africa,ZAR	South African rand,,,18943.0
41653,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,22.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,Finland,EUR European Euro,C++;HTML/CSS;JavaScript;Python;Rust;TypeScript,PostgreSQL;Clickhouse,160100.0
41678,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3.0,16.0,AI/ML engineer,"1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Germany,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;Lisp;Python;SQL;TypeScript,PostgreSQL,119495.0
41679,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30.0,35.0,"Developer, full-stack","10,000 or more employees",Individual contributor,Remote,Higher Education,United States of America,USD United States dollar,HTML/CSS;JavaScript;PHP;SQL;TypeScript,Microsoft Access;Microsoft SQL Server;MySQL;Oracle,150000.0
41687,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5.0,7.0,Project manager,Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Energy,Sweden,SEK	Swedish krona,Bash/Shell (all shells);C#;Python;Rust;SQL,InfluxDB;Microsoft SQL Server;MongoDB;SQLite,62893.0
41699,25-34 years old,Some college/university study without earning a degree,Employed,10.0,12.0,"Founder, technology or otherwise",Less than 20 employees,People manager,In-person,Software Development,India,INR Indian rupee,HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;MySQL,4650.0
4170,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,8.0,Data scientist,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,Germany,EUR European Euro,Python,Databricks SQL,116015.0
41711,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,17.0,"Architect, software or solutions","10,000 or more employees",People manager,Remote,Software Development,India,INR Indian rupee,C#;JavaScript;Python;SQL;TypeScript,BigQuery;Cosmos DB;Elasticsearch;Neo4J;PostgreSQL;Snowflake,52308.0
4174,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,22.0,27.0,"Developer, desktop or enterprise applications","5,000 to 9,999 employees",Individual contributor,In-person,Software Development,France,EUR European Euro,C++;Lua,MySQL;Oracle;SQLite,93972.0
41747,25-34 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",8.0,8.0,"Developer, mobile",,,,Insurance,Poland,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;SQL;Swift;TypeScript,PostgreSQL;SQLite;Supabase,125296.0
4175,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13.0,15.0,"Developer, full-stack",Less than 20 employees,Individual contributor,In-person,"Internet, Telecomm or Information Services",France,EUR European Euro,C#;C++;HTML/CSS;JavaScript;PowerShell;SQL,Microsoft SQL Server,58007.0
41751,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,5.0,Applied scientist,"1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Computer Systems Design and Services,Austria,EUR European Euro,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;TypeScript,Cassandra;DuckDB;InfluxDB;MongoDB;Neo4J;PostgreSQL;Redis;SQLite,87011.0
41760,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,,6.0,"Developer, desktop or enterprise applications",20 to 99 employees,Individual contributor,In-person,Retail and Consumer Services,France,EUR European Euro,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL,MariaDB;Microsoft SQL Server;MySQL,35965.0
41762,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,5.0,10.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Italy,EUR European Euro,HTML/CSS;JavaScript;PHP;SQL;TypeScript,MySQL,15082.0
41771,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,14.0,17.0,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Ireland,EUR European Euro,Bash/Shell (all shells);C++;Go;Java;Python,,185623.0
41777,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",8.0,10.0,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,France,EUR European Euro,HTML/CSS;JavaScript;PHP;SQL;TypeScript,MySQL;PostgreSQL,58007.0
4179,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7.0,12.0,Other (please specify):,100 to 499 employees,People manager,"Hybrid (some in-person, leans heavy to flexibility)",Other:,Norway,NOK	Norwegian krone,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Rust;SQL;Gleam,Cassandra;PostgreSQL;SQLite,74120.0
41797,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,18.0,22.0,"Developer, back-end",100 to 499 employees,Individual contributor,Remote,Retail and Consumer Services,Brazil,BRL Brazilian real,Bash/Shell (all shells);Go;HTML/CSS;Python;SQL,PostgreSQL;Redis,81917.0
4180,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,7.0,"Developer, back-end","10,000 or more employees",Individual contributor,Remote,Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);Python;Rust;SQL,,115720.0
41803,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,25.0,25.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,In-person,Banking/Financial Services,Singapore,SGD	Singapore dollar,C;C++;Python,,624897.0
41810,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,30.0,"Architect, software or solutions","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Germany,EUR European Euro,C#;Go;Lua,,139218.0
41825,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",7.0,10.0,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United States of America,USD United States dollar,Assembly;Bash/Shell (all shells);Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,Databricks SQL;Elasticsearch;H2;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite;Supabase,300000.0
4184,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",12.0,20.0,Other (please specify):,,,,Other:,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);C#;C++;Python;R,,54112.0
41852,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,12.0,DevOps engineer or professional,100 to 499 employees,Individual contributor,Remote,Healthcare,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);Go;Java;Kotlin;Python;SQL,BigQuery;PostgreSQL;Redis,122527.0
41859,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13.0,15.0,Engineering manager,"10,000 or more employees",People manager,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,India,INR Indian rupee,Java;Scala;SQL,Databricks SQL;DuckDB;Dynamodb;PostgreSQL;Redis;Valkey,75556.0
41878,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,11.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Slovenia,EUR European Euro,,,46406.0
4188,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,1.0,9.0,"Developer, desktop or enterprise applications",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Fintech,Germany,EUR European Euro,Bash/Shell (all shells);C++;MATLAB;Python;SQL,MariaDB;Microsoft SQL Server,55687.0
41881,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,7.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,United States of America,USD United States dollar,C#;Elixir;Go;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;MongoDB;PostgreSQL;SQLite,80000.0
41895,18-24 years old,Some college/university study without earning a degree,Employed,3.0,5.0,"Developer, full-stack",100 to 499 employees,Individual contributor,Remote,Software Development,Colombia,USD United States dollar,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MySQL;PostgreSQL;Redis,14800.0
41897,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,6.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Denmark,DKK	Danish krone,,,76205.0
419,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,20.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,"Transportation, or Supply Chain",India,INR Indian rupee,Bash/Shell (all shells);C++;Elixir;HTML/CSS;JavaScript;Kotlin;Python;Ruby;Rust;Swift;TypeScript,InfluxDB;PostgreSQL;Redis;SQLite;Supabase,116240.0
4192,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",14.0,20.0,"Developer, mobile",,,,Software Development,Italy,EUR European Euro,Bash/Shell (all shells);Dart;Swift,,34804.0
41925,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,16.0,18.0,"Senior executive (C-suite, VP, etc.)",Less than 20 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Energy,United States of America,USD United States dollar,Bash/Shell (all shells);C++;Fortran;Go;HTML/CSS;JavaScript;PowerShell;Python;Ruby;SQL;VBA,Microsoft Access;MySQL;PostgreSQL;SQLite,140000.0
41949,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,11.0,8.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,Remote,"Transportation, or Supply Chain",Colombia,COP	Colombian peso,Java;PHP;SQL,H2;IBM DB2;Oracle,32445.0
41952,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,23.0,"Developer, embedded applications or devices","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Government,United States of America,USD United States dollar,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Perl;Python;Rust;SQL,SQLite,120000.0
41961,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,10.0,"Developer, full-stack",20 to 99 employees,People manager,In-person,Software Development,India,INR Indian rupee,Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;MongoDB;MySQL,11391.0
41965,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30.0,30.0,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Government,Canada,CAD Canadian dollar,HTML/CSS,,58367.0
41972,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,7.0,23.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Germany,EUR European Euro,HTML/CSS;PHP;PowerShell;Python;TypeScript,MongoDB;Redis,34804.0
41978,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",10.0,15.0,"Developer, full-stack",Less than 20 employees,People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Nigeria,NGN	Nigerian naira,Dart;Java;JavaScript;PHP;Python,Cloud Firestore;Firebase Realtime Database;MariaDB;MySQL;PostgreSQL;SQLite,7748.0
4200,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,20.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Austria,EUR European Euro,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;PowerShell;SQL,Oracle;SQLite,69609.0
42000,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,18.0,38.0,"Developer, desktop or enterprise applications","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Banking/Financial Services,Germany,EUR European Euro,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;SQL,Microsoft Access;Microsoft SQL Server;PostgreSQL;SQLite,139218.0
42011,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,22.0,30.0,Data engineer,100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Israel,ILS	Israeli new shekel,Bash/Shell (all shells);Go;Java;JavaScript;Kotlin;Python;SQL,DuckDB;Dynamodb;PostgreSQL;Snowflake,173544.0
42020,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,25.0,30.0,Engineering manager,Less than 20 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,France,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MariaDB,73669.0
42027,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5.0,8.0,"Developer, back-end",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,Czech Republic,CZK	Czech koruna,Bash/Shell (all shells);Python;Rust;SQL,MySQL;PostgreSQL,38381.0
4203,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,9.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Manufacturing,Germany,EUR European Euro,Bash/Shell (all shells);HTML/CSS;Java;Lua;Python;SQL;TypeScript,Dynamodb;Elasticsearch;MySQL;PostgreSQL,63344.0
42034,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,6.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,Ukraine,UAH Ukrainian hryvnia,Bash/Shell (all shells);C#;Go;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server,11504.0
4207,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,6.0,Data scientist,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,Netherlands,EUR European Euro,Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;Perl;Python;R;SQL,MySQL;PostgreSQL,69609.0
42084,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6.0,11.0,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",Germany,EUR European Euro,Bash/Shell (all shells);Go;Java;Kotlin;Python;TypeScript,,116015.0
42088,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,27.0,37.0,"Developer, embedded applications or devices",20 to 99 employees,Individual contributor,Remote,Software Development,Ireland,EUR European Euro,Bash/Shell (all shells);C;C++;Python;Swift,MySQL,122976.0
42090,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,36.0,40.0,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,Remote,Software Development,Brazil,BRL Brazilian real,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Perl;SQL;TypeScript,IBM DB2;MongoDB;MySQL;Oracle;PostgreSQL,136528.0
42094,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",2.0,4.0,Student,"Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,Remote,Software Development,Pakistan,PKR	Pakistani rupee,Assembly;HTML/CSS;JavaScript;Rust;SQL;Swift;TypeScript,MongoDB;MySQL,3160.0
4210,45-54 years old,Some college/university study without earning a degree,Employed,24.0,34.0,Support engineer or analyst,"10,000 or more employees",Individual contributor,Remote,Software Development,Spain,EUR European Euro,Java;Python,,95132.0
42129,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",30.0,40.0,"Architect, software or solutions",,,,Software Development,Germany,EUR European Euro,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,MariaDB;Oracle;SQLite,92812.0
42208,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,16.0,17.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,Remote,Banking/Financial Services,Brazil,BRL Brazilian real,,,67354.0
42217,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,5.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);C#;Go;HTML/CSS;Lua;Python;Rust;Gleam,Cassandra;Cosmos DB;Microsoft SQL Server;MongoDB;Redis,240000.0
4222,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16.0,16.0,"Developer, full-stack",100 to 499 employees,People manager,In-person,Fintech,Switzerland,CHF	Swiss franc,C++;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Swift;TypeScript,H2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,163671.0
42224,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",3.0,3.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,Pakistan,PKR	Pakistani rupee,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,,1580.0
42226,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,23.0,"Developer, full-stack",100 to 499 employees,Individual contributor,In-person,"Transportation, or Supply Chain",South Africa,ZAR	South African rand,C#;HTML/CSS;Python;SQL,Microsoft SQL Server;MySQL,56379.0
42269,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,6.0,Cloud infrastructure engineer,"5,000 to 9,999 employees",Individual contributor,Remote,Software Development,United States of America,USD United States dollar,,,110000.0
